"year","length","budget","votes","genre","rating","is_high_rating","is_high_rating_factor","log_votes"
1982,96,12,1103,"Comedy",7.7,1,"Good (>7)",7.00669522683704
2001,10,14,40,"Documentary",7.9,1,"Good (>7)",3.71357206670431
1975,88,13.5,361,"Action",4.2,0,"Poor (<=7)",5.89164421182577
1948,62,11.4,49,"Drama",3.9,0,"Poor (<=7)",3.91202300542815
1952,89,10.6,5,"Drama",3.3,0,"Poor (<=7)",1.79175946922805
1946,79,13.8,66,"Action",5.4,0,"Poor (<=7)",4.20469261939097
2003,5,13.8,9,"Short",8.5,1,"Good (>7)",2.30258509299405
2002,86,9.5,30,"Documentary",7.8,1,"Good (>7)",3.43398720448515
1992,88,11,14,"Action",4.7,0,"Poor (<=7)",2.70805020110221
2000,89,10.9,1461,"Comedy",4.9,0,"Poor (<=7)",7.28756064030972
1954,58,12.3,5,"Action",5.1,0,"Poor (<=7)",1.79175946922805
1993,99,14.8,40,"Comedy",8.8,1,"Good (>7)",3.71357206670431
2004,95,10.7,42,"Comedy",8,1,"Good (>7)",3.76120011569356
1963,7,5.1,34,"Animation",2.7,0,"Poor (<=7)",3.55534806148941
1976,100,13.5,82,"Action",4.5,0,"Poor (<=7)",4.4188406077966
2002,85,8.9,39,"Drama",5.8,0,"Poor (<=7)",3.68887945411394
2004,17,12.8,7,"Documentary",8.4,1,"Good (>7)",2.07944154167984
1960,111,14,42,"Drama",3.1,0,"Poor (<=7)",3.76120011569356
2001,13,12,16,"Comedy",8.4,1,"Good (>7)",2.83321334405622
1967,95,11.1,6,"Drama",3.4,0,"Poor (<=7)",1.94591014905531
2000,100,10,192,"Action",5.5,0,"Poor (<=7)",5.26269018890489
1968,104,11.4,84,"Action",2.9,0,"Poor (<=7)",4.44265125649032
1999,99,9.4,2058,"Action",4.9,0,"Poor (<=7)",7.62997570702779
1997,91,13.1,9,"Action",5.2,0,"Poor (<=7)",2.30258509299405
2000,15,11.8,5,"Short",8.6,1,"Good (>7)",1.79175946922805
1998,98,18.6,12091,"Action",7.7,1,"Good (>7)",9.40029935589935
1965,78,11.6,31,"Comedy",7.3,1,"Good (>7)",3.46573590279973
1997,92,15.1,27,"Documentary",7.5,1,"Good (>7)",3.3322045101752
1968,11,17.2,29,"Comedy",7.7,1,"Good (>7)",3.40119738166216
1962,126,11.9,156,"Drama",3.5,0,"Poor (<=7)",5.05624580534831
1986,102,14.6,31,"Romance",4.1,0,"Poor (<=7)",3.46573590279973
1962,135,13.1,604,"Drama",4.7,0,"Poor (<=7)",6.40522845803084
1990,105,11.4,151,"Drama",4.7,0,"Poor (<=7)",5.02388052084628
1982,90,12.5,6,"Action",4,0,"Poor (<=7)",1.94591014905531
1936,89,14.5,21,"Comedy",8.6,1,"Good (>7)",3.09104245335832
1958,158,13.8,586,"Drama",5.1,0,"Poor (<=7)",6.3750248198281
1938,78,10.3,9,"Drama",4.8,0,"Poor (<=7)",2.30258509299405
1987,110,10.1,4389,"Comedy",3.9,0,"Poor (<=7)",8.38708450606922
2000,79,10.9,424,"Documentary",7.6,1,"Good (>7)",6.05208916892442
1957,88,12.6,18,"Drama",5.1,0,"Poor (<=7)",2.94443897916644
1985,87,11.1,161,"Action",3.7,0,"Poor (<=7)",5.08759633523238
1950,55,12.1,10,"Action",3.4,0,"Poor (<=7)",2.39789527279837
1963,75,13.8,40,"Comedy",8.4,1,"Good (>7)",3.71357206670431
1932,60,17.4,8,"Action",8.4,1,"Good (>7)",2.19722457733622
1956,6,9.5,49,"Animation",8.2,1,"Good (>7)",3.91202300542815
1931,61,13.7,6,"Action",3.3,0,"Poor (<=7)",1.94591014905531
1997,93,15.9,44,"Drama",3.7,0,"Poor (<=7)",3.80666248977032
1943,65,5.7,68,"Animation",3.8,0,"Poor (<=7)",4.23410650459726
1989,35,12.3,21,"Documentary",8.7,1,"Good (>7)",3.09104245335832
1970,90,12.2,54,"Comedy",8.3,1,"Good (>7)",4.00733318523247
1966,30,15.3,11,"Documentary",8.2,1,"Good (>7)",2.484906649788
1948,98,13.2,29,"Comedy",7.7,1,"Good (>7)",3.40119738166216
2001,94,10.9,15,"Drama",2.8,0,"Poor (<=7)",2.77258872223978
1954,85,13,19,"Drama",2.9,0,"Poor (<=7)",2.99573227355399
1949,68,10.3,625,"Animation",2.4,0,"Poor (<=7)",6.4393503711001
1991,83,6.8,1257,"Comedy",2.9,0,"Poor (<=7)",7.13727843726039
2003,15,14.4,13,"Comedy",7.9,1,"Good (>7)",2.63905732961526
1940,124,10.3,10465,"Comedy",2.6,0,"Poor (<=7)",9.25588718693215
1949,8,12.4,25,"Animation",8.1,1,"Good (>7)",3.25809653802148
1997,100,11.3,61,"Action",3.5,0,"Poor (<=7)",4.12713438504509
1976,89,15.3,218,"Comedy",8,1,"Good (>7)",5.3890717298165
1959,96,13.3,8,"Drama",4.1,0,"Poor (<=7)",2.19722457733622
1991,100,12.3,8,"Action",3.6,0,"Poor (<=7)",2.19722457733622
1928,88,12.3,60,"Drama",4.7,0,"Poor (<=7)",4.11087386417331
1966,109,10.7,28,"Drama",5.5,0,"Poor (<=7)",3.36729582998647
1986,105,13.4,472,"Drama",3.1,0,"Poor (<=7)",6.15909538849193
2000,92,10,37,"Drama",3.9,0,"Poor (<=7)",3.63758615972639
1999,95,11,30,"Drama",2.3,0,"Poor (<=7)",3.43398720448515
1980,123,9.8,89,"Drama",4.6,0,"Poor (<=7)",4.49980967033027
1984,93,9.1,19,"Drama",4.6,0,"Poor (<=7)",2.99573227355399
1955,6,13.4,6,"Animation",8.3,1,"Good (>7)",1.94591014905531
2003,87,9.6,28,"Comedy",3.6,0,"Poor (<=7)",3.36729582998647
1955,108,12,184,"Comedy",5.6,0,"Poor (<=7)",5.22035582507832
2004,95,10.3,9,"Action",3.3,0,"Poor (<=7)",2.30258509299405
1952,110,12,11,"Drama",2.9,0,"Poor (<=7)",2.484906649788
1962,130,10,51,"Drama",5.5,0,"Poor (<=7)",3.95124371858143
1995,121,13.6,1401,"Drama",3.7,0,"Poor (<=7)",7.24565506759454
2004,15,7.4,7,"Short",7.9,1,"Good (>7)",2.07944154167984
1993,97,9.7,15,"Action",3.7,0,"Poor (<=7)",2.77258872223978
1962,124,13.1,55,"Drama",3.9,0,"Poor (<=7)",4.02535169073515
1999,82,10.8,6,"Action",4.9,0,"Poor (<=7)",1.94591014905531
1946,124,10.7,254,"Drama",4.7,0,"Poor (<=7)",5.54126354515843
2004,113,12,2732,"Action",5.5,0,"Poor (<=7)",7.91315518592807
1978,64,7.9,10,"Action",3.1,0,"Poor (<=7)",2.39789527279837
1931,248,6.6,6,"Action",4.3,0,"Poor (<=7)",1.94591014905531
2005,97,10.8,57,"Action",7.6,1,"Good (>7)",4.06044301054642
1969,85,14.1,9,"Drama",3.2,0,"Poor (<=7)",2.30258509299405
1957,71,11.6,35,"Drama",3.7,0,"Poor (<=7)",3.58351893845611
2002,104,8.8,1771,"Drama",5,0,"Poor (<=7)",7.47986413116503
1949,61,13.6,18,"Action",4.8,0,"Poor (<=7)",2.94443897916644
1989,65,13.8,19,"Action",3.1,0,"Poor (<=7)",2.99573227355399
1958,72,13.3,58,"Action",2.4,0,"Poor (<=7)",4.07753744390572
1999,75,10.8,5,"Documentary",8.4,1,"Good (>7)",1.79175946922805
1999,81,12.2,91,"Drama",3.3,0,"Poor (<=7)",4.52178857704904
2001,75,11.3,15,"Animation",4.5,0,"Poor (<=7)",2.77258872223978
1943,96,16,70,"Comedy",8.2,1,"Good (>7)",4.26267987704132
2002,93,12.3,12,"Action",5.1,0,"Poor (<=7)",2.56494935746154
1960,96,9,137,"Drama",5.2,0,"Poor (<=7)",4.9272536851572
1992,180,7.9,157,"Animation",4,0,"Poor (<=7)",5.06259503302697
1937,21,13.9,25,"Short",7.5,1,"Good (>7)",3.25809653802148
2004,108,10.6,7,"Action",4.2,0,"Poor (<=7)",2.07944154167984
1998,90,11.9,35,"Drama",4.8,0,"Poor (<=7)",3.58351893845611
1974,104,11.7,130,"Comedy",2.6,0,"Poor (<=7)",4.87519732320115
2001,84,18,16,"Drama",4.8,0,"Poor (<=7)",2.83321334405622
1951,91,10.1,42,"Drama",4.7,0,"Poor (<=7)",3.76120011569356
1998,25,11.4,13,"Short",8.4,1,"Good (>7)",2.63905732961526
1975,98,16.6,25,"Drama",3.1,0,"Poor (<=7)",3.25809653802148
1996,92,11.7,32,"Action",5.3,0,"Poor (<=7)",3.49650756146648
1982,104,11.4,7,"Action",3.1,0,"Poor (<=7)",2.07944154167984
2003,102,10.6,8,"Drama",3.5,0,"Poor (<=7)",2.19722457733622
1975,115,7,20,"Action",4.3,0,"Poor (<=7)",3.04452243772342
1976,95,11.6,34,"Drama",3.8,0,"Poor (<=7)",3.55534806148941
1994,84,15.7,75,"Comedy",7.4,1,"Good (>7)",4.33073334028633
1971,137,12.1,65283,"Drama",4.1,0,"Poor (<=7)",11.0865022622706
2004,70,10.4,5,"Documentary",8.3,1,"Good (>7)",1.79175946922805
1987,89,13.7,39,"Drama",4.3,0,"Poor (<=7)",3.68887945411394
1966,17,12.6,52,"Short",7.7,1,"Good (>7)",3.97029191355212
1982,93,11.5,27,"Drama",4,0,"Poor (<=7)",3.3322045101752
1967,83,13.8,8,"Action",4.1,0,"Poor (<=7)",2.19722457733622
1960,113,12.3,9,"Drama",3.5,0,"Poor (<=7)",2.30258509299405
1941,63,14.5,14,"Action",7.9,1,"Good (>7)",2.70805020110221
1965,108,12.6,518,"Action",6.4,0,"Poor (<=7)",6.25190388316589
1993,103,10.4,72,"Drama",4.4,0,"Poor (<=7)",4.29045944114839
1989,85,6.2,19,"Documentary",4.6,0,"Poor (<=7)",2.99573227355399
1941,74,16.6,9,"Action",8,1,"Good (>7)",2.30258509299405
1988,83,11.3,35,"Action",3.9,0,"Poor (<=7)",3.58351893845611
1988,7,14.3,22,"Animation",8,1,"Good (>7)",3.13549421592915
1991,89,21.5,80,"Comedy",8.2,1,"Good (>7)",4.39444915467244
1954,81,15.1,20,"Action",5,0,"Poor (<=7)",3.04452243772342
1980,89,10.6,9,"Comedy",7.9,1,"Good (>7)",2.30258509299405
1994,92,9.1,417,"Comedy",3.2,0,"Poor (<=7)",6.03548143252476
1973,108,15.8,60,"Drama",3.7,0,"Poor (<=7)",4.11087386417331
2004,138,12.4,1400,"Comedy",4.5,0,"Poor (<=7)",7.24494154633701
1935,30,10.8,80,"Documentary",7.7,1,"Good (>7)",4.39444915467244
2003,96,12.1,187,"Drama",3.7,0,"Poor (<=7)",5.23644196282995
1952,30,11.2,15,"Short",7.8,1,"Good (>7)",2.77258872223978
1956,27,10.9,45,"Comedy",8.1,1,"Good (>7)",3.8286413964891
1987,82,12.1,1363,"Comedy",8.3,1,"Good (>7)",7.21817683840341
1992,106,10.1,9,"Action",4.3,0,"Poor (<=7)",2.30258509299405
1933,6,15.4,11,"Animation",8,1,"Good (>7)",2.484906649788
1999,116,17.5,95,"Action",8,1,"Good (>7)",4.56434819146784
2001,107,12.8,6,"Action",5.8,0,"Poor (<=7)",1.94591014905531
2001,20,9.1,15,"Short",7,0,"Poor (<=7)",2.77258872223978
1995,38,13.3,28,"Documentary",8.2,1,"Good (>7)",3.36729582998647
2002,100,13.9,319,"Action",4.5,0,"Poor (<=7)",5.76832099579377
1986,130,18.2,3610,"Action",8.4,1,"Good (>7)",8.19174002127746
1997,84,8.3,28,"Comedy",4.3,0,"Poor (<=7)",3.36729582998647
1962,107,13.3,28,"Drama",4.2,0,"Poor (<=7)",3.36729582998647
1996,101,12,1843,"Drama",3.6,0,"Poor (<=7)",7.51969240411654
1940,106,11.1,1314,"Action",3.9,0,"Poor (<=7)",7.18159194461187
1982,105,9.5,7,"Action",4.1,0,"Poor (<=7)",2.07944154167984
1953,16,16.4,36,"Comedy",8.5,1,"Good (>7)",3.61091791264422
1993,82,12,6,"Drama",5.2,0,"Poor (<=7)",1.94591014905531
1990,87,10.1,9,"Documentary",8.1,1,"Good (>7)",2.30258509299405
2000,44,15.6,185,"Animation",8.3,1,"Good (>7)",5.2257466737132
1981,110,11.2,938,"Drama",3.9,0,"Poor (<=7)",6.84481547920826
1994,120,6.4,7,"Action",2.7,0,"Poor (<=7)",2.07944154167984
1983,88,11.3,22,"Comedy",7.2,1,"Good (>7)",3.13549421592915
1944,10,10.4,5,"Documentary",7.7,1,"Good (>7)",1.79175946922805
1992,100,9.1,32,"Action",4,0,"Poor (<=7)",3.49650756146648
1996,100,8.5,14,"Comedy",3.4,0,"Poor (<=7)",2.70805020110221
1994,98,16.3,5976,"Action",7.8,1,"Good (>7)",8.69567404882425
1950,92,11.1,45,"Action",2.2,0,"Poor (<=7)",3.8286413964891
2001,110,11,29,"Drama",1.8,0,"Poor (<=7)",3.40119738166216
1966,70,14.9,94,"Documentary",8,1,"Good (>7)",4.55387689160054
1999,90,15.2,15,"Comedy",2.3,0,"Poor (<=7)",2.77258872223978
1941,69,9.6,7,"Comedy",7.7,1,"Good (>7)",2.07944154167984
1989,85,14.1,73,"Action",3.3,0,"Poor (<=7)",4.30406509320417
1964,16,8.8,10,"Documentary",7.7,1,"Good (>7)",2.39789527279837
1992,90,9.9,28,"Action",4.3,0,"Poor (<=7)",3.36729582998647
1949,68,17.6,24,"Action",7.6,1,"Good (>7)",3.2188758248682
1975,11,14.8,7,"Animation",8.2,1,"Good (>7)",2.07944154167984
1984,112,14.1,72,"Comedy",8.5,1,"Good (>7)",4.29045944114839
1952,6,12.2,41,"Animation",8,1,"Good (>7)",3.73766961828337
1995,93,12.1,7,"Action",3.9,0,"Poor (<=7)",2.07944154167984
1936,72,10.9,108,"Action",3.6,0,"Poor (<=7)",4.69134788222914
1994,95,3.3,106,"Action",4.2,0,"Poor (<=7)",4.67282883446191
1970,139,15.4,13,"Drama",4.8,0,"Poor (<=7)",2.63905732961526
1972,250,14.1,4007,"Drama",6.5,0,"Poor (<=7)",8.2960476427647
1995,102,7.5,4085,"Drama",4.2,0,"Poor (<=7)",8.31532177537757
1932,78,12.1,274,"Drama",3.5,0,"Poor (<=7)",5.61677109766657
1930,10,14.3,15,"Comedy",7.7,1,"Good (>7)",2.77258872223978
2005,30,9.2,7,"Action",7.8,1,"Good (>7)",2.07944154167984
1946,65,18.4,6,"Action",7.6,1,"Good (>7)",1.94591014905531
1996,17,12,55,"Short",8.1,1,"Good (>7)",4.02535169073515
2001,96,9.7,41,"Comedy",6.2,0,"Poor (<=7)",3.73766961828337
1974,112,9,13,"Drama",3.2,0,"Poor (<=7)",2.63905732961526
2004,97,11.1,870,"Comedy",3.8,0,"Poor (<=7)",6.7696419768525
1940,80,10.2,33,"Comedy",3.8,0,"Poor (<=7)",3.52636052461616
1997,108,7.2,305,"Comedy",4,0,"Poor (<=7)",5.72358510195238
2002,98,11.1,17,"Drama",3.9,0,"Poor (<=7)",2.89037175789616
1992,97,12.4,96,"Action",3.3,0,"Poor (<=7)",4.57471097850338
1956,98,10,50,"Drama",4.7,0,"Poor (<=7)",3.93182563272433
1945,100,16.2,58,"Drama",2.3,0,"Poor (<=7)",4.07753744390572
2004,26,15.6,9,"Documentary",8.3,1,"Good (>7)",2.30258509299405
1935,68,7.4,46,"Drama",2.6,0,"Poor (<=7)",3.85014760171006
1961,99,19.6,5,"Action",8.3,1,"Good (>7)",1.79175946922805
1977,118,13.2,109,"Drama",3.2,0,"Poor (<=7)",4.70048036579242
1984,96,9.3,135,"Action",6,0,"Poor (<=7)",4.91265488573605
1950,101,11.6,10,"Drama",3,0,"Poor (<=7)",2.39789527279837
1936,64,12,35,"Drama",5.4,0,"Poor (<=7)",3.58351893845611
1941,73,10.7,14,"Drama",3.5,0,"Poor (<=7)",2.70805020110221
1955,71,12.6,10,"Drama",4,0,"Poor (<=7)",2.39789527279837
1964,80,6.9,17,"Comedy",5.1,0,"Poor (<=7)",2.89037175789616
2001,94,8.5,25,"Drama",3,0,"Poor (<=7)",3.25809653802148
1942,77,7.7,9,"Action",4,0,"Poor (<=7)",2.30258509299405
1976,100,12.6,17,"Drama",4.1,0,"Poor (<=7)",2.89037175789616
1944,18,12.5,64,"Drama",8.7,1,"Good (>7)",4.17438726989564
1969,93,17.6,45,"Drama",3.9,0,"Poor (<=7)",3.8286413964891
1948,75,11.9,10,"Drama",4.3,0,"Poor (<=7)",2.39789527279837
1949,118,14.9,849,"Action",2.3,0,"Poor (<=7)",6.74523634948436
1998,146,11.7,97,"Documentary",7.8,1,"Good (>7)",4.58496747867057
1988,93,11.1,1074,"Comedy",7.8,1,"Good (>7)",6.98007594056176
1947,105,13.3,48,"Comedy",3.4,0,"Poor (<=7)",3.89182029811063
1987,12,9.2,6,"Drama",8.1,1,"Good (>7)",1.94591014905531
2003,88,9,5,"Comedy",2.5,0,"Poor (<=7)",1.79175946922805
1956,95,15.5,21,"Comedy",7.3,1,"Good (>7)",3.09104245335832
1960,121,15.1,28,"Comedy",7.9,1,"Good (>7)",3.36729582998647
1975,100,9.1,35,"Comedy",4.9,0,"Poor (<=7)",3.58351893845611
1968,76,12.4,8,"Action",5.2,0,"Poor (<=7)",2.19722457733622
1981,78,13.3,20,"Action",3.3,0,"Poor (<=7)",3.04452243772342
1998,75,9.2,27,"Documentary",7.5,1,"Good (>7)",3.3322045101752
2001,89,13.7,8,"Comedy",4,0,"Poor (<=7)",2.19722457733622
1987,100,17.2,15,"Action",8,1,"Good (>7)",2.77258872223978
1968,96,13.7,150,"Action",5.2,0,"Poor (<=7)",5.01727983681492
1998,94,10.3,7,"Action",4.3,0,"Poor (<=7)",2.07944154167984
1996,114,7.8,1232,"Drama",2.7,0,"Poor (<=7)",7.11720550316434
1972,94,12.3,62,"Drama",4.6,0,"Poor (<=7)",4.14313472639153
1976,105,11,586,"Comedy",8.3,1,"Good (>7)",6.3750248198281
1974,98,13.6,27,"Action",4.4,0,"Poor (<=7)",3.3322045101752
1988,90,4.5,55,"Action",3.1,0,"Poor (<=7)",4.02535169073515
1972,82,9.2,6,"Action",5.8,0,"Poor (<=7)",1.94591014905531
1991,98,15.3,115,"Romance",4,0,"Poor (<=7)",4.75359019110636
1998,105,10.6,94,"Action",2.4,0,"Poor (<=7)",4.55387689160054
2001,82,11.8,412,"Action",3.8,0,"Poor (<=7)",6.02344759296103
2003,11,9.8,8,"Drama",7.8,1,"Good (>7)",2.19722457733622
1938,80,13,162,"Comedy",3.2,0,"Poor (<=7)",5.09375020080676
2005,113,10.5,18,"Romance",5.4,0,"Poor (<=7)",2.94443897916644
1975,92,11.1,164,"Comedy",7.5,1,"Good (>7)",5.10594547390058
2005,90,17,9,"Drama",4.9,0,"Poor (<=7)",2.30258509299405
2002,77,12.8,18,"Animation",4.5,0,"Poor (<=7)",2.94443897916644
1971,149,13,38,"Drama",3,0,"Poor (<=7)",3.66356164612965
1996,100,13,14,"Comedy",8.1,1,"Good (>7)",2.70805020110221
1993,92,10.5,46,"Action",3.8,0,"Poor (<=7)",3.85014760171006
1929,81,13.2,16,"Comedy",7.8,1,"Good (>7)",2.83321334405622
1998,91,7.8,216,"Action",2.7,0,"Poor (<=7)",5.37989735354046
1996,88,15.7,2606,"Action",4.3,0,"Poor (<=7)",7.8659554139335
1994,177,12.2,60,"Action",4.4,0,"Poor (<=7)",4.11087386417331
1932,79,11,19,"Drama",3.3,0,"Poor (<=7)",2.99573227355399
1923,82,13.9,17,"Drama",2.7,0,"Poor (<=7)",2.89037175789616
1939,8,8.4,11,"Animation",8.1,1,"Good (>7)",2.484906649788
2003,7,11.8,156,"Animation",3.7,0,"Poor (<=7)",5.05624580534831
1937,7,12.9,5,"Animation",8.2,1,"Good (>7)",1.79175946922805
2000,90,16.5,8,"Action",8.3,1,"Good (>7)",2.19722457733622
1980,108,13.3,77,"Comedy",8.2,1,"Good (>7)",4.35670882668959
2001,9,14.7,5,"Short",7.3,1,"Good (>7)",1.79175946922805
1939,97,14.2,18,"Action",3.5,0,"Poor (<=7)",2.94443897916644
2000,93,14.3,32,"Comedy",8.6,1,"Good (>7)",3.49650756146648
1936,54,11.5,77,"Action",2.6,0,"Poor (<=7)",4.35670882668959
1934,81,6.3,33,"Comedy",3.4,0,"Poor (<=7)",3.52636052461616
1986,96,11.5,146,"Comedy",8.6,1,"Good (>7)",4.99043258677874
2003,74,10.6,7,"Documentary",8.3,1,"Good (>7)",2.07944154167984
1930,104,8.8,6,"Comedy",3.9,0,"Poor (<=7)",1.94591014905531
2003,98,8,8370,"Drama",3.4,0,"Poor (<=7)",9.03252863066006
1991,114,12.4,26,"Documentary",7.8,1,"Good (>7)",3.29583686600433
1963,61,13.6,9,"Drama",3.8,0,"Poor (<=7)",2.30258509299405
1995,84,13.2,50,"Action",3.8,0,"Poor (<=7)",3.93182563272433
1975,110,13.1,10,"Drama",4.4,0,"Poor (<=7)",2.39789527279837
1947,112,8.9,5,"Drama",3.6,0,"Poor (<=7)",1.79175946922805
2002,100,15.8,20,"Action",4.4,0,"Poor (<=7)",3.04452243772342
1982,99,10.8,562,"Action",3.9,0,"Poor (<=7)",6.33327962813969
1954,78,11.5,44,"Action",2.1,0,"Poor (<=7)",3.80666248977032
1974,97,5.1,27,"Drama",3.9,0,"Poor (<=7)",3.3322045101752
1996,122,16.4,704,"Drama",4.2,0,"Poor (<=7)",6.55819780281227
1967,91,16,64,"Comedy",8.2,1,"Good (>7)",4.17438726989564
1951,23,10.5,74,"Short",8.2,1,"Good (>7)",4.31748811353631
2001,87,11.8,4025,"Comedy",3.3,0,"Poor (<=7)",8.30052860619974
1978,121,10.2,7617,"Drama",4.9,0,"Poor (<=7)",8.93826914703855
1955,92,9.5,8,"Drama",5.4,0,"Poor (<=7)",2.19722457733622
1999,91,12.6,15,"Drama",3.1,0,"Poor (<=7)",2.77258872223978
2003,5,12.6,5,"Short",8.2,1,"Good (>7)",1.79175946922805
1999,10,10.1,7,"Animation",3.8,0,"Poor (<=7)",2.07944154167984
1968,106,16,558,"Comedy",7.3,1,"Good (>7)",6.3261494731551
1996,100,8.5,203,"Comedy",4.5,0,"Poor (<=7)",5.31811999384422
2004,115,13.7,7,"Action",2.7,0,"Poor (<=7)",2.07944154167984
1995,136,8.9,13904,"Comedy",4.9,0,"Poor (<=7)",9.54000376666806
1988,88,15.1,55,"Drama",4.1,0,"Poor (<=7)",4.02535169073515
1984,98,11.9,17,"Action",4.2,0,"Poor (<=7)",2.89037175789616
1986,80,13.9,29,"Action",4.7,0,"Poor (<=7)",3.40119738166216
1997,127,11.3,20029,"Drama",4.5,0,"Poor (<=7)",9.90498642865986
1954,68,17.2,7,"Drama",4.2,0,"Poor (<=7)",2.07944154167984
1981,92,10,37,"Action",4.2,0,"Poor (<=7)",3.63758615972639
1927,20,7.9,33,"Comedy",7.8,1,"Good (>7)",3.52636052461616
1997,100,15.2,28,"Comedy",2.9,0,"Poor (<=7)",3.36729582998647
1966,100,10.9,52,"Action",8.4,1,"Good (>7)",3.97029191355212
1946,8,13.9,9,"Animation",8.1,1,"Good (>7)",2.30258509299405
1941,118,12.1,2662,"Drama",4.2,0,"Poor (<=7)",7.88720858581393
2000,81,15.2,55,"Action",4.2,0,"Poor (<=7)",4.02535169073515
2000,100,12.8,78,"Comedy",2.7,0,"Poor (<=7)",4.36944785246702
1953,90,12.5,43,"Drama",3.4,0,"Poor (<=7)",3.78418963391826
2000,85,8.7,2492,"Comedy",3,0,"Poor (<=7)",7.82124208352356
1977,93,17.5,17,"Action",8.2,1,"Good (>7)",2.89037175789616
1999,93,15.6,115,"Action",4,0,"Poor (<=7)",4.75359019110636
2001,92,10.7,83,"Drama",3.6,0,"Poor (<=7)",4.43081679884331
1981,87,10.3,44,"Action",7.5,1,"Good (>7)",3.80666248977032
1939,71,12.2,18,"Comedy",7.8,1,"Good (>7)",2.94443897916644
2004,5,15.8,5,"Comedy",7.8,1,"Good (>7)",1.79175946922805
1932,70,3.7,128,"Comedy",3.1,0,"Poor (<=7)",4.85981240436167
1955,80,11,55,"Action",4.3,0,"Poor (<=7)",4.02535169073515
1998,103,9.4,165,"Drama",5.4,0,"Poor (<=7)",5.11198778835654
2000,11,9.2,6,"Comedy",8.4,1,"Good (>7)",1.94591014905531
1938,10,6.1,6,"Short",8,1,"Good (>7)",1.94591014905531
2002,85,11.8,17,"Comedy",3.8,0,"Poor (<=7)",2.89037175789616
1983,112,7.6,7,"Documentary",4.3,0,"Poor (<=7)",2.07944154167984
2001,110,13.8,191,"Comedy",3.4,0,"Poor (<=7)",5.25749537202778
2001,106,14,74,"Action",2.8,0,"Poor (<=7)",4.31748811353631
1982,58,17.3,7,"Documentary",7.9,1,"Good (>7)",2.07944154167984
1975,95,11.1,25,"Action",2.7,0,"Poor (<=7)",3.25809653802148
1947,7,14.6,13,"Animation",8.2,1,"Good (>7)",2.63905732961526
1993,127,14.5,5786,"Action",2.4,0,"Poor (<=7)",8.66336930157384
1995,80,14.8,70,"Action",3.5,0,"Poor (<=7)",4.26267987704132
1967,6,12.5,8,"Animation",8.4,1,"Good (>7)",2.19722457733622
1998,114,8.9,1089,"Drama",4.9,0,"Poor (<=7)",6.99393297522319
2004,141,9.3,2151,"Drama",3.7,0,"Poor (<=7)",7.67415292128168
1997,84,13.8,42,"Action",4.7,0,"Poor (<=7)",3.76120011569356
2003,109,10.6,1184,"Comedy",4.2,0,"Poor (<=7)",7.07749805356923
1943,73,17.8,47,"Comedy",8,1,"Good (>7)",3.87120101090789
2004,120,16.1,24499,"Drama",3.5,0,"Poor (<=7)",10.1064283965328
1980,100,7.8,587,"Comedy",4.8,0,"Poor (<=7)",6.37672694789863
2002,40,16.4,36,"Documentary",8.5,1,"Good (>7)",3.61091791264422
1999,100,12.7,36,"Action",5.5,0,"Poor (<=7)",3.61091791264422
1991,112,10,184,"Action",2.2,0,"Poor (<=7)",5.22035582507832
1945,22,16.5,5,"Documentary",7.7,1,"Good (>7)",1.79175946922805
1950,104,15.3,58,"Action",3.3,0,"Poor (<=7)",4.07753744390572
1961,90,6.7,15,"Action",3.9,0,"Poor (<=7)",2.77258872223978
1986,98,12.5,523,"Drama",2.8,0,"Poor (<=7)",6.26149168432104
1970,104,14,199,"Comedy",8,1,"Good (>7)",5.29831736654804
1940,66,9.8,13,"Comedy",8.2,1,"Good (>7)",2.63905732961526
1991,91,12,32,"Action",3.3,0,"Poor (<=7)",3.49650756146648
1967,80,11.6,82,"Action",4.8,0,"Poor (<=7)",4.4188406077966
1979,99,7.1,6,"Action",2.5,0,"Poor (<=7)",1.94591014905531
2004,82,13.6,27,"Comedy",7.8,1,"Good (>7)",3.3322045101752
1984,102,9.8,82,"Drama",4,0,"Poor (<=7)",4.4188406077966
1982,92,6.6,34,"Action",5.1,0,"Poor (<=7)",3.55534806148941
1937,64,11,43,"Action",2.5,0,"Poor (<=7)",3.78418963391826
1967,95,16.7,19,"Action",7.6,1,"Good (>7)",2.99573227355399
1962,82,16.9,953,"Action",8.1,1,"Good (>7)",6.86066367144829
2004,102,12.8,10,"Action",8.5,1,"Good (>7)",2.39789527279837
1981,113,11.2,84,"Action",1.8,0,"Poor (<=7)",4.44265125649032
1983,125,9,12,"Drama",5.2,0,"Poor (<=7)",2.56494935746154
1936,92,14.5,44,"Comedy",7.9,1,"Good (>7)",3.80666248977032
2004,98,11.7,1367,"Comedy",8,1,"Good (>7)",7.2211050981825
2003,91,15.1,742,"Action",5.4,0,"Poor (<=7)",6.61069604471776
1916,25,13.9,105,"Comedy",7.9,1,"Good (>7)",4.66343909411207
1944,10,11.6,36,"Short",7.4,1,"Good (>7)",3.61091791264422
1992,95,9.6,21,"Comedy",2.7,0,"Poor (<=7)",3.09104245335832
1941,84,12.6,13,"Drama",6.3,0,"Poor (<=7)",2.63905732961526
1962,119,7.3,534,"Action",3.2,0,"Poor (<=7)",6.28226674689601
